slot,what,url,rejection_reason
04_side_table,"Metropolitan Museum of Art 2000.58, ""Desk"", Kimbel and Cabus, ca.1875, ""55 1/8 x 39 1/4 x 20 1/2 in. (140 x 99.7 x 52.1 cm)"", Public Domain",https://www.metmuseum.org/art/collection/search/10414,"only 1 view; gate requires 3+ (also a desk, not a side table). This was the best tier-2 Modern Gothic lead."
04_side_table,"Art Institute of Chicago 1973.341, ""Table"", Herter Brothers, American, 1864–1906, c. 1878, ""73 × 115.9 × 70.5 cm (28 3/4 × 45 5/8 × 27 3/4 in.)"", is_public_domain true",https://www.artic.edu/artworks/44867,"1 image only (image_id present, alt_image_ids empty); gate requires 3+ views"
04_side_table,"Art Institute of Chicago 1985.514, ""Table"", Herter Brothers, American, 1846–1906, 1885–95, ""69.4 × 75.1 × 100.5 cm (27 5/16 × 29 9/16 × 39 9/16 in.)"", is_public_domain true",https://www.artic.edu/artworks/104352,1 image only (alt_image_ids empty); gate requires 3+ views
04_side_table,"Art Institute of Chicago, ""Sideboard"", Daniel Pabst (American, 1826–1910), Philadelphia, is_public_domain true",https://www.artic.edu/artworks/184672,"1 image only (alt_image_ids empty); gate requires 3+ views. Also a sideboard, not a table."
04_side_table,"Victoria and Albert Museum W.71-1981, table, Godwin, Edward William, ""Turned and joined mahogany"", Height 70 cm / Width 40 cm / Depth 40 cm (all recorded as approx.)",https://collections.vam.ac.uk/item/O15922/,"1 image only; gate requires 3+ views. The V&A search API's `_images` field showing ""4"" is a count of metadata keys, not of photographs — the record's `images` list contains a single asset id."
04_side_table,"Victoria and Albert Museum W.54-1980, table, Godwin, Edward William, ""Ebonised wood, probably mahogany, with brass feet"", Height 74 cm / Diameter 104.5 cm",https://collections.vam.ac.uk/item/O18968/,1 image only; gate requires 3+ views
04_side_table,"Brooklyn Museum — Kimbel and Cabus / Herter Brothers / Pottier & Stymus holdings (the museum that mounted ""Modern Gothic: The Inventive Furniture of Kimbel and Cabus, 1863–82"")",https://www.brooklynmuseum.org/opencollection/objects/1804,"NOT a gate failure — could not be verified at all. Every request returned HTTP 429 Too Many Requests, via both WebFetch and direct curl with a browser user-agent. No field from Brooklyn is quoted anywhere in this result because none could be read. This is the single most promising unexplored tier-2 "
04_side_table,"Metropolitan Museum of Art Herter bedroom suite 69.146.1 through 69.146.5, and drawing-room group 2002.298.x / 2014.530.x",https://www.metmuseum.org/art/collection/search,"NOT a gate failure — untested. The Met public API offers no accession-number lookup, its free-text search does not reliably surface these records (a q=Herter search returned a Gong Xian album and Islamic pulpit fragments), and the two ID-discovery routes both failed this task: departmentIds filterin"
05_desk,"Metropolitan Museum of Art, object 642486, Pottier and Stymus Manufacturing Company, ""Lady's secretary"" (Hopkins mansion, San Francisco) — the single most on-target tier-2 alternat",https://www.metmuseum.org/art/collection/search/642486,"Image rights status not verifiable, and no field verifiable at all. The Met Open Access API returned literally {""message"":""Not a valid object""} for objectID 642486, i.e. it is not exposed in the open-access API; every attempt to fetch the object page in this task returned HTTP 429. No accession numb"
05_desk,"Brooklyn Museum, object 146945, Kimbel and Cabus, ""Cabinet-Secretary"", c. 1875 — Brooklyn holds the largest institutional group of Kimbel and Cabus furniture, so this was the stron",https://www.brooklynmuseum.org/opencollection/objects/146945,"Unverifiable in this task: brooklynmuseum.org returned HTTP 429 to every raw request and HTTP 403 to every WebFetch, on both /opencollection/objects/146945 and /objects/146945. No accession number, dimension, view count or rights statement was seen firsthand. Explicitly NOT recorded from search-engi"
05_desk,"Metropolitan Museum of Art 2002.396.1a–e, Herter Brothers, ""Cabinet"", ca. 1883 (object 17491)",https://www.metmuseum.org/art/collection/search/17491,"FAILED two gates: ""only 0 view(s); gate requires 3+"" and ""image rights not open access"". Also a cabinet, not a desk — slot mismatch."
05_desk,"Metropolitan Museum of Art 1973.168.2, Herter Brothers, ""Table"", 1870–75 (object 8080)",https://www.metmuseum.org/art/collection/search/8080,"FAILED gate: ""only 1 view(s); gate requires 3+"". Also a small round table (H. 36 in.; Diam. 20 in.), not a desk with drawers — slot mismatch."
05_desk,"Metropolitan Museum of Art 1981.440.1, Harvey Ellis, ""Desk"", 1912–13 (object 3136)",https://www.metmuseum.org/art/collection/search/3136,"FAILED two gates: ""only 0 view(s); gate requires 3+"" and ""image rights not open access"". Also 1912-13, outside the 1870-1890 window."
05_desk,"Cleveland Museum of Art 1987.11, John Seymour and Thomas Seymour, ""Tambour Desk"", c. 1800",https://clevelandart.org/art/1987.11,"FAILED gate: ""only 2 view(s); gate requires 3+"" — museum_api.M.cleveland('1987.11') gate returned exactly that failure."
05_desk,"Art Institute of Chicago 1986.26 Herter Brothers ""Cabinet"" 1878–80, plus the rest of AIC's Herter holdings: 1982.1113 Sideboard, 1988.199 Side Chair, 1973.379 Side Chair, 1973.341 ",https://api.artic.edu/api/v1/artworks/105105,"Slot mismatch — AIC's Herter group contains NO desk or writing table. Verified by AIC API search over all artworks whose artist_display contains ""Herter"": six objects, classifications ""case furniture"", ""seating"", ""table""."
05_desk,"Metropolitan Museum of Art object 10022 ""Writing Table"" (American Wing) and object 3453, attributed to Herter Brothers, ""Drop-leaf Table""",https://www.metmuseum.org/art/collection/search/10022,"Not retrievable: the Met API returned Incapsula block pages (not JSON) on every attempt for these two IDs, so no field could be read and nothing was recorded."
05_desk,Museum of Fine Arts Boston — attempted maker sweep for Herter / Aesthetic Movement furniture,https://collections.mfa.org/,Not retrievable: collections.mfa.org returned HTTP 202 with a zero-byte body (bot interstitial) on every request. Tier 2 could not be searched there at all.
06_chest_drawers,"Met 1985.116, ""Cabinet"", Daniel Pabst, ca. 1873–76 (objectID 1083; the record also carries the Frank Furness association)",https://collectionapi.metmuseum.org/public/collection/v1/objects/1083,"only 1 view (primaryImage, additionalImages empty); gate requires 3+. Also not a chest of drawers."
06_chest_drawers,"Met 1981.211, ""Key cabinet"", Kimbel and Cabus, ca. 1874 (objectID 4255) — 4 views, public domain",,"wrong object type for this slot: a key cabinet, not a chest of drawers; no drawer repetition, runners, guides or stops to test."
06_chest_drawers,"Met 2000.58, ""Desk"", Kimbel and Cabus, ca. 1875 (objectID 10414)",,only 1 view; gate requires 3+. Also not a chest of drawers.
06_chest_drawers,"Met 2025.723, ""Desk"", Kimbel and Cabus, ca. 1875 (objectID 932889)",,"0 views (no primaryImage, no additionalImages) AND isPublicDomain false — fails both the 3-views gate and the image-rights gate."
06_chest_drawers,"Met 2019.121.1 and 2019.121.2, ""Chair"", Daniel Pabst, ca. 1870–80 (objectIDs 823136, 823138)",,0 views and isPublicDomain false; fails the 3-views gate and the image-rights gate. Also wrong object type.
06_chest_drawers,"Met 1991.230, ""Étagère"", A. Kimbel and Sons, ca. 1885–90 (objectID 14297) — 4 views, public domain",,"wrong object type: an étagère, no drawer bank; does not test drawer repetition, runners or stops."
06_chest_drawers,"Met 69.146.3 ""Secretary"" (objectID 7366, 6 views), 69.146.1 ""Bedstead"" (objectID 443, 5 views), 69.146.4 ""Night table"" (objectID 5410, 1 view), 69.146.5 ""Looking glass"" (objectID 4",,"wrong object type for this slot (the suite contains exactly ONE chest of drawers, 69.146.2, which is the already-named candidate); 69.146.4 and 69.146.5 additionally have only 1 view each."
06_chest_drawers,"Met 69.140a, b, ""Wardrobe"", Herter Brothers, 1875–1883 (objectID 9724) — 10 views, public domain",,"wrong object type: a wardrobe, not a chest of drawers. Belongs to a case/wardrobe slot, not this one."
06_chest_drawers,"Met 2002.298.1 and 2002.298.2 ""Pedestal"", Herter Brothers, 1879–82; 2014.530.2 ""Cabinet""; 2014.530.1.1 / 2014.530.1.2 ""Side chair"" — the drawing-room group named in the brief",,"the whole 2002.298.x / 2014.530.x group contains NO chest of drawers; every member is a pedestal, cabinet or chair. Wrong object type for this slot."
06_chest_drawers,"Art Institute of Chicago Herter Brothers holdings: 1986.26 Cabinet, 1982.1113 Sideboard, 1988.199 Side Chair, 1973.379 Side Chair, 1973.341 Table, 1985.514 Table",,"AIC holds no Herter chest of drawers — all six are cabinet, sideboard, chairs or tables. Wrong object type; view counts not evaluated because the type gate already failed."
06_chest_drawers,"Cleveland Museum of Art Herter holdings: 1997.58 Fire Screen, 1982.5 Chair (the baseline), 1987.53 Center Table, 1984.39 Center Table (Gustave Herter Firm)",,Cleveland holds no Herter chest of drawers. Wrong object type.
06_chest_drawers,"MFA Boston Herter Brothers holdings: 1990.105 Side chair, 1996.216 Side chair, 2000.3 Cabinet, 2020.385 Jewelry cabinet, 2013.1676.1-2 Pair of side chairs, K4862.1-.3 business card",,MFA holds no Herter chest of drawers. Wrong object type.
06_chest_drawers,"Cleveland 1989.159 ""Chest of Drawers (Commode)"", Adrien Faizelot Delorme, c. 1750–1765 (5 images) and 1944.113 ""Chest of Drawers (Commode)"", René Dubois, c. 1765–1770 (5 images)",,"tier 4 — French rococo bombé commode, a different construction tradition (veneered carcass over a shaped frame, ormolu mounts) whose recipe does not transfer to the American case-furniture grammar this corpus is building. Rejected on tradition, not on gates; tier 3 already produced a passing candida"
06_chest_drawers,"Cleveland 1989.75 ""Chest of Drawers"", c. 1760–1780",,1 view (0 alternate images); gate requires 3+.
06_chest_drawers,"Cleveland 1915.569 ""Chest"" 1690–1720; 1942.497, 1942.599 and 1989.158 commodes",,2 views each (1 primary + 1 alternate); gate requires 3+.
06_chest_drawers,"Met 08.119.2 ""Chest of drawers"", 1675–1700 (objectID 2000); 41.160.1078 ""Chest of drawers"", 1780–1800 (objectID 2009); 1971.180.41 ""Chest of drawers"", 1750–90 (objectID 2016)",,only 1 view each; gate requires 3+.
06_chest_drawers,"Met 10.125.38 (objectID 2002), 10.125.50 (objectID 2003), 32.55.3 Michael Allison (objectID 2018), 1972.130a, b John Goddard (objectID 2020) — all ""Chest of drawers""",,only 2 views each; gate requires 3+.
06_chest_drawers,"Met 1983.598 ""Chest"", Gustav Stickley, ca. 1903 (objectID 1999)",,0 views and isPublicDomain false — fails both the 3-views gate and the image-rights gate.
06_chest_drawers,"Met 10.125.668 ""Chest"", 1650–1700 (objectID 1992), published dimensions ""30 x 49 in. (76.2 x 124.5 cm)""; Met 08.119.2 (objectID 2000), ""31 7/8 x 40 1/2 in. (81 x 102.9 cm)""",,"published measurement gives only two axes (no depth), so it is not a complete overall measurement for a reconstructable case; objectID 2000 also has only 1 view."
07_sideboard,"Art Institute of Chicago 1986.26, ""Cabinet"", Herter Brothers, 1878–80, rosewood with ebonized cherry, maple, walnut, satinwood, marquetry, brass, gilding and paint; ""134.6 × 180.3 ",,"Fails ""at least one view revealing side, rear, underside, interior, joinery or attachment"", and arguably fails ""three materially different views"" as well. The record has exactly 3 images (image_id + 2 alt_image_ids, confirmed by parsing the object page HTML: 3 unique IIIF ids). All three were downlo"
